# Updated 03/12/2025: removed duplicate points
x,y,z  
-4.6875,11.7500,6.8750  
-4.5000,11.7500,8.2500  
-4.5000,11.7500,2.7500  
-4.6875,11.7500,4.1250  
-5.4375,11.7500,6.8750  
-5.5312,11.7500,10.3125  
-5.8125,11.7500,9.6250  
-5.8125,11.7500,4.1250  
-5.8125,11.7500,6.8750  
2.5000,10.5875,3.0000  
2.5000,11.7500,1.3750  
2.5000,10.9750,3.3750  
2.5000,10.9750,4.7500  
2.5000,11.7500,6.8750  
2.5000,11.3625,6.5000  
2.5000,6.7375,1.0000  
2.5000,7.3375,3.0000  
2.5000,4.6125,1.0000  
2.5000,8.8625,1.0000  
2.5000,10.9875,1.0000  
2.5000,4.6125,6.5000  
2.5000,4.6125,3.7500  
2.5000,5.9750,9.2500  
2.5000,7.3375,7.5000  
2.5000,8.7000,5.7500  
2.5000,8.7000,9.2500  
0.4375,11.7500,9.6250  
-0.9375,11.7500,6.8750  
-0.9375,11.7500,9.6250  
-2.3125,11.7500,4.1250  
-3.0000,11.7500,2.7500  
-3.0000,11.7500,8.2500  
-2.3125,11.7500,6.8750  
-0.9375,11.7500,1.3750  
0.4375,11.7500,4.1250  
0.4375,11.7500,1.3750  
1.8125,11.7500,6.8750  
1.8125,11.7500,4.1250  
-4.2500,4.3187,-0.0000  
-3.5000,6.4312,-0.0000  
-1.5000,4.3437,-0.0000  
-2.7500,8.5437,-0.0000  
-2.3750,9.6000,-0.0000  
-1.1250,5.4000,-0.0000  
0.7500,10.6812,0.0000  
0,8.5687,0.0000  
-2.0000,10.6562,-0.0000  
-0.7500,6.4562,-0.0000  
-8.0000,-10.5000,2.8500  
-8.0000,-12.1250,3.8000  
-8.0000,-8.8750,3.8000  
-8.0000,-12.1250,1.9000  
-8.0000,-13.7500,0.9500  
-8.0000,-13.7500,2.8500  
-8.0000,-10.5000,0.9500  
-8.0000,-8.8750,0.0000  
-8.0000,-12.1250,0.0000  
-8.0000,-8.8750,1.9000  
-8.0000,-7.2500,2.8500  
-8.0000,-7.2500,0.9500  
-5.5000,-9.6875,0.0000  
-2.7500,-11.3125,0.0000  
-6.2500,-12.9375,0.0000  
0,-12.9375,0.0000  
1.7500,-9.5000,-0.0000  
-1.0000,-7.8750,0.0000  
-2.3750,-3.7500,0.0000  
-3.7500,-3.2500,0.0000  
1.7500,-3.2500,-0.0000  
0.3750,-3.7500,-0.0000  
-5.1250,-3.7500,0.0000  
-2.3750,-4.7500,0.0000  
4.5000,-8.1463,1.2985  
4.5000,-9.6357,0.6492  
4.5000,-12.2607,0.6492  
4.5000,-9.8125,-0.0000  
4.5000,-7.1875,-0.0000  
4.5000,-4.5625,-0.0000  
-2.3750,-3.2500,3.3250  
-3.7500,-3.2500,3.8000  
1.7500,-3.2500,3.8000  
0.3750,-3.2500,3.3250  
-5.1250,-3.2500,3.3250  
-2.3750,-3.2500,2.3750  
0.3750,-3.2500,0.4750  
-2.3750,-3.2500,0.4750  
3.1250,-3.2500,0.4750  
0.3750,-3.2500,1.4250  
-3.6088,-11.6978,4.0000  
-1.5919,-12.8239,4.0000  
-2.1757,-10.5716,4.0000  
-5.0419,-12.8239,4.0000  
-6.4750,-13.9500,4.0000  
-3.0250,-13.9500,4.0000  
-5.7026,-10.4983,4.0000  
-7.1175,-11.6494,4.0000  
-4.2876,-9.3472,4.0000  
-6.3675,-8.1994,4.0000  
-4.2919,-4.0930,4.0000  
-2.6500,-3.0500,4.0000  
-5.3500,-3.0500,4.0000  
-3.2338,-5.1359,4.0000  
-2.1757,-6.1789,4.0000  
-1.5919,-4.0930,4.0000  
-4.6201,-6.1859,4.0000  
-5.6601,-7.1180,4.0000  
-3.5802,-7.2539,4.0000  
-5.6601,-5.1180,4.0000  
-6.7000,-4.0500,4.0000  
-6.7000,-6.0500,4.0000  
4.7000,-12.5875,4.0000  
3.5701,-8.8609,4.0000  
4.7000,-9.8625,4.0000  
4.7000,-7.1375,4.0000  
4.1351,-4.5930,4.0000  
4.1351,-7.3180,4.0000  
1.1250,-0.8125,4.0000  
1.5000,-1.6250,4.0000  
1.1250,0.8125,4.0000  
-0.3750,-2.4375,4.0000  
1.1250,-2.4375,4.0000  
0.3750,-0.8125,4.0000  
-1.1250,0.8125,4.0000  
-1.5000,1.6250,4.0000  
-1.1250,-0.8125,4.0000  
0.3750,2.4375,4.0000  
-1.1250,2.4375,4.0000  
-0.3750,0.8125,4.0000  
-6.0000,8.5625,1.3750  
-6.0000,8.5625,4.1250  
-6.0000,10.6875,1.3750  
-6.0000,6.4375,1.3750  
-6.0000,4.3125,1.3750  
-6.0000,6.4375,4.1250  
-6.0000,10.6875,6.8750  
-6.0000,8.5625,6.8750  
-6.0000,10.6875,9.6250  
-6.0000,10.6875,4.1250  
-6.0000,6.4375,9.6250  
-6.0000,6.4375,6.8750  
-6.0000,4.3125,9.6250  
-6.0000,8.5625,9.6250  
-6.0000,4.3125,4.1250  
-6.0000,4.3125,6.8750  
-3.2500,3.2500,8.2500  
-5.3125,3.2500,9.6250  
-3.9375,3.2500,6.8750  
-1.8750,3.2500,11.0000  
-1.1875,3.2500,9.6250  
-4.6250,3.2500,11.0000  
-2.5625,3.2500,4.1250  
-1.8750,3.2500,5.5000  
-1.1875,3.2500,1.3750  
-3.2500,3.2500,2.7500  
-3.9375,3.2500,1.3750  
-4.6250,3.2500,-0.0000  
-1.8750,3.2500,-0.0000  
-4.6250,3.2500,5.5000  
-2.7938,8.2687,11.0000  
-4.1156,7.3437,11.0000  
-1.8469,7.0812,11.0000  
-3.7406,9.4562,11.0000  
-4.6875,10.6437,11.0000  
-5.0625,8.5312,11.0000  
-4.4906,5.2312,11.0000  
-5.4375,6.4187,11.0000  
-5.8125,4.3062,11.0000  
-3.1688,6.1562,11.0000  
2.5000,7.0375,2.0000  
2.5000,7.8000,1.0000  
2.5000,8.4000,3.0000  
2.5000,5.6750,1.0000  
2.5000,4.3125,0.0000  
2.5000,6.4375,0.0000  
2.5000,9.9250,1.0000  
2.5000,8.5625,0.0000  
2.5000,10.6875,0.0000  
2.5000,9.1625,2.0000  
2.5000,5.9750,6.1250  
2.5000,4.6125,5.1250  
2.5000,7.3375,4.3750  
2.5000,4.6125,7.8750  
2.5000,3.2500,9.6250  
2.5000,3.2500,6.8750  
2.5000,4.6125,2.3750  
2.5000,3.2500,4.1250  
2.5000,3.2500,1.3750  
2.5000,5.9750,3.3750  
2.5000,6.6562,10.1250  
2.5000,6.6562,8.3750  
2.5000,8.0187,10.1250  
2.5000,5.2937,10.1250  
2.5000,3.9312,10.1250  
2.5000,5.2937,8.3750  
2.5000,8.0187,6.6250  
2.5000,6.6562,6.6250  
2.5000,8.0187,4.8750  
2.5000,8.0187,8.3750  
-0.2500,11.7500,8.2500  
1.8125,11.7500,9.6250  
0.4375,11.7500,6.8750  
-1.6250,11.7500,11.0000  
-2.3125,11.7500,9.6250  
1.1250,11.7500,11.0000  
-0.9375,11.7500,4.1250  
-1.6250,11.7500,5.5000  
-2.3125,11.7500,1.3750  
-0.2500,11.7500,2.7500  
1.1250,11.7500,0.0000  
1.8125,11.7500,1.3750  
-1.6250,11.7500,-0.0000  
1.1250,11.7500,5.5000  
-3.8750,5.3750,-0.0000  
-5.6250,4.3062,-0.0000  
-4.8750,6.4187,-0.0000  
-2.8750,4.3312,-0.0000  
-1.8750,3.2875,-0.0000  
-4.6250,3.2625,-0.0000  
-4.1250,8.5312,-0.0000  
-3.1250,7.4875,-0.0000  
-3.3750,10.6437,-0.0000  
-2.1250,6.4437,-0.0000  
0.3750,9.6250,0.0000  
2.1250,10.6937,0.0000  
1.3750,8.5812,0.0000  
-0.6250,10.6687,-0.0000  
-1.6250,11.7125,-0.0000  
1.1250,11.7375,0.0000  
0.6250,6.4687,0.0000  
-0.3750,7.5125,-0.0000  
-0.1250,4.3562,-0.0000  
-1.3750,8.5562,-0.0000  
-4.1250,-10.5000,0.0000  
-5.1250,-8.0625,0.0000  
-2.3750,-9.6875,0.0000  
-5.8750,-11.3125,0.0000  
0.3750,-11.3125,-0.0000  
-1.3750,-12.1250,0.0000  
3.1250,-12.9375,-0.0000  
-3.1250,-12.9375,0.0000  
3.1250,-7.6875,-0.0000  
0.3750,-8.6875,-0.0000  
3.1250,-5.0625,-0.0000  
3.1250,-10.3125,-0.0000  
-2.3750,-7.0625,0.0000  
0.3750,-6.0625,-0.0000  
-1.6875,-4.5000,0.0000  
3.1250,-3.7500,-0.0000  
-0.3125,-4.5000,0.0000  
0.3750,-4.7500,-0.0000  
-5.8125,-4.5000,0.0000  
-4.4375,-5.0000,0.0000  
-5.8125,-6.5000,0.0000  
-3.0625,-5.5000,0.0000  
-2.3750,-5.7500,0.0000  
-5.1250,-6.7500,0.0000  
-1.6875,-3.2500,2.6125  
3.1250,-3.2500,3.3250  
-0.3125,-3.2500,2.6125  
0.3750,-3.2500,2.3750  
-5.8125,-3.2500,2.6125  
-4.4375,-3.2500,2.1375  
-5.8125,-3.2500,0.7125  
-3.0625,-3.2500,1.6625  
-2.3750,-3.2500,1.4250  
-5.1250,-3.2500,0.4750  
-0.3125,-3.2500,1.1875  
-1.6875,-3.2500,1.1875  
3.8125,-3.2500,1.1875  
2.4375,-3.2500,1.6625  
3.8125,-3.2500,3.0875  
1.0625,-3.2500,2.1375  
-6.4101,-11.0739,4.0000  
-6.7425,-9.9244,4.0000  
-7.4925,-13.3744,4.0000  
-6.0776,-12.2233,4.0000  
-5.3276,-8.7733,4.0000  
-3.5802,-8.7716,4.0000  
-5.6601,-7.6239,4.0000  
-4.9951,-9.9228,4.0000  
-4.6626,-11.0722,4.0000  
-3.2477,-9.9211,4.0000  
-6.0000,8.5625,2.7500  
-6.0000,7.5000,1.3750  
-6.0000,7.5000,4.1250  
-6.0000,9.6250,1.3750  
-6.0000,10.6875,-0.0000  
-6.0000,8.5625,-0.0000  
-6.0000,5.3750,1.3750  
-6.0000,6.4375,-0.0000  
-6.0000,4.3125,-0.0000  
-6.0000,6.4375,2.7500  
-6.0000,9.6250,6.8750  
-6.0000,10.6875,5.5000  
-6.0000,8.5625,5.5000  
-6.0000,10.6875,8.2500  
-6.0000,11.7500,9.6250  
-6.0000,11.7500,6.8750  
-6.0000,10.6875,2.7500  
-6.0000,11.7500,4.1250  
-6.0000,11.7500,1.3750  
-6.0000,9.6250,4.1250  
-6.0000,6.4375,8.2500  
-6.0000,7.5000,9.6250  
-6.0000,7.5000,6.8750  
-6.0000,5.3750,9.6250  
-6.0000,4.3125,11.0000  
-6.0000,6.4375,11.0000  
-6.0000,9.6250,9.6250  
-6.0000,8.5625,11.0000  
-6.0000,10.6875,11.0000  
-6.0000,8.5625,8.2500  
-6.0000,5.3750,4.1250  
-6.0000,4.3125,5.5000  
-6.0000,6.4375,5.5000  
-6.0000,4.3125,2.7500  
-6.0000,3.2500,1.3750  
-6.0000,3.2500,4.1250  
-6.0000,4.3125,8.2500  
-6.0000,3.2500,6.8750  
-6.0000,3.2500,9.6250  
-6.0000,5.3750,6.8750  
-4.6250,-9.2812,0.0000  
-5.0000,-10.9062,0.0000  
-6.0000,-8.4688,0.0000  
-3.2500,-10.0938,0.0000  
-1.8750,-10.9062,0.0000  
-3.6250,-11.7188,0.0000  
-6.7500,-11.7188,0.0000  
-5.3750,-12.5312,0.0000  
-7.1250,-13.3438,0.0000  
-6.3750,-10.0938,0.0000  
-0.5000,-11.7188,0.0000  
0.8750,-12.5312,-0.0000  
-0.8750,-13.3438,0.0000  
2.2500,-13.3438,-0.0000  
2.9375,-13.7500,-0.0000  
-4.0000,-13.3438,0.0000  
-3.3125,-13.7500,0.0000  
-6.4375,-13.7500,0.0000  
-2.2500,-12.5312,0.0000  
1.7500,-8.1875,-0.0000  
3.1250,-9.0000,-0.0000  
0.3750,-10.0000,-0.0000  
3.1250,-6.3750,-0.0000  
3.1250,-11.6250,-0.0000  
4.5000,-12.4375,-0.0000  
1.7500,-10.8125,-0.0000  
-2.3750,-8.3750,0.0000  
-1.0000,-6.5625,0.0000  
-1.0000,-9.1875,0.0000  
-3.7500,-7.5625,0.0000  
1.7500,-5.5625,-0.0000  
0.3750,-7.3750,-0.0000  
